disasterNumber,region,stateNumberCode,state,countyCode,county,city,zip,projectIdentifier,propertyAction,structureType,typeOfResidency,actualAmountPaid,programFy,dateInitiallyApproved,dateApproved,dateClosed,status,programArea,title,type,numberOfProperties,numberOfRecords,damageCategory,granteeTribalIndicator,subgranteeTribalIndicator,id
1293,3,51,Virginia,620,Franklin (city),FRANKLIN,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,10000,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468858f
1293,3,51,Virginia,93,Isle of Wight, CARRSVILLE,23315,DR-1293-0004-R,Acquisition/Demolition,Other (Specify in Comments),Owner Occupied - Principal Residence,72320,1999,2005-05-05T04:00:00.000Z,2005-05-05T04:00:00.000Z,2005-05-05T04:00:00.000Z,Closed,HMGP,,"200.1: Acquisition of Private Real Property (Structures and Land) - Riverine; 
202.1: Elevation of Private Structures - Riverine",1,,50 - 99%,No,No,61339febc61c8f0884688c75
1293,3,51,Virginia,59,Fairfax,GLASGOW,24555,DR-1293-0027-R,Other (Specify in Comments),Single Family,Owner Occupied - Principal Residence,257074,1999,2001-05-16T04:00:00.000Z,2005-03-04T05:00:00.000Z,2003-03-25T05:00:00.000Z,Closed,HMGP,,"106.1: Other Non Construction (Regular Project Only); 
200.3: Acquisition of Public Real Property (Structures and Land) - Riverine",1,,0 - 49%,No,No,61339febc61c8f0884688ecc
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,161806,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b1d8
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,169646,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467cf41
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,165000,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467f0cc
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,171121,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b5b
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,170958,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b7f
1294,3,42,Pennsylvania,45,Delaware,SPRINGFIELD,19064,DR-1294-0006-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,117526,1999,2003-02-10T05:00:00.000Z,2003-02-10T05:00:00.000Z,2003-02-11T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846889df
1295,2,34,New Jersey,35,Somerset,MANVILLE,8835,DR-1295-0003-R,Acquisition/Demolition,Single Family,,120000,1999,2000-06-26T04:00:00.000Z,2000-07-07T04:00:00.000Z,2002-12-20T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe9c61c8f0884686af0
1296,2,36,New York,19,Clinton,CHAMPLAIN,12935,DR-1296-0002-R,Acquisition/Demolition,Single Family,,99889,1999,2000-11-27T05:00:00.000Z,2006-06-14T04:00:00.000Z,2002-11-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467aa41
1296,2,36,New York,19,Clinton,CHAMPLAIN,12939,DR-1296-0002-R,Acquisition/Demolition,Single Family,,7350,1999,2000-11-27T05:00:00.000Z,2006-06-14T04:00:00.000Z,2002-11-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467ea35
1296,2,36,New York,19,Clinton,CHAMPLAIN,12939,DR-1296-0002-R,Acquisition/Demolition,Single Family,,29925,1999,2000-11-27T05:00:00.000Z,2006-06-14T04:00:00.000Z,2002-11-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe0c61c8f08846806ef
1296,2,36,New York,71,Orange,WASHINGTONVILLE,10992,DR-1296-0008-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,108629,1999,2000-10-10T04:00:00.000Z,2006-01-12T05:00:00.000Z,2006-09-20T04:00:00.000Z,Closed,HMGP,,202.2: Elevation of Private Structures - Coastal,1,,0 - 49%,No,No,61339fe0c61c8f0884680bbe
1296,2,36,New York,19,Clinton,CHAMPLAIN,12919,DR-1296-0002-R,Acquisition/Demolition,Single Family,,328700,1999,2000-11-27T05:00:00.000Z,2006-06-14T04:00:00.000Z,2002-11-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe3c61c8f0884682440
1296,2,36,New York,19,Clinton,CHAMPLAIN,12939,DR-1296-0002-R,Acquisition/Demolition,Single Family,,85745,1999,2000-11-27T05:00:00.000Z,2006-06-14T04:00:00.000Z,2002-11-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe3c61c8f0884682445
1296,2,36,New York,95,Schoharie,BROOME,12122,DR-1296-0023-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,37994,1999,2001-04-02T04:00:00.000Z,2006-07-26T04:00:00.000Z,2006-08-14T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe3c61c8f088468266c
1296,2,36,New York,103,Suffolk,NOYAC,11963,DR-1296-0036-R,Elevation,Single Family,,59631,1999,2001-07-05T04:00:00.000Z,2006-10-11T04:00:00.000Z,2006-08-14T04:00:00.000Z,Closed,HMGP,,202.2: Elevation of Private Structures - Coastal,1,,0 - 49%,No,No,61339febc61c8f088468879b
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,144540,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467ae88
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,268160,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467aee6
1299,4,45,South Carolina,51,Horry,CONWAY ,29295,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,175379,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467af9e
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0021-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Secondary Residence,49485,1999,2000-12-21T05:00:00.000Z,2004-11-02T05:00:00.000Z,2003-07-09T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b61f
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,141157,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467ee44
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,156420,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467ee42
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0021-R,,Manufactured Home,Owner Occupied - Secondary Residence,9118,1999,2000-12-21T05:00:00.000Z,2004-11-02T05:00:00.000Z,2003-07-09T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,32,,100%,No,No,61339fdfc61c8f088467f2c7
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,187216,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680b88
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,285072,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680cd2
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0021-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,85026,1999,2000-12-21T05:00:00.000Z,2004-11-02T05:00:00.000Z,2003-07-09T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,100%,No,No,61339fe2c61c8f0884681275
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,157103,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe3c61c8f0884682aa6
1299,4,45,South Carolina,51,Horry,CONWAYSC,29526,DR-1299-0021-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Secondary Residence,119960,1999,2000-12-21T05:00:00.000Z,2004-11-02T05:00:00.000Z,2003-07-09T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339feac61c8f08846871ee
1299,4,45,South Carolina,51,Horry,CONWAY,29526,DR-1299-0017-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,155277,1999,2000-08-30T04:00:00.000Z,2004-11-02T05:00:00.000Z,2004-07-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468891c
1299,4,45,South Carolina,51,Horry,MYRTLE BEACH,29578,DR-1299-0021-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,109973,1999,2000-12-21T05:00:00.000Z,2004-11-02T05:00:00.000Z,2003-07-09T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846892a1
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,57310,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdbc61c8f088467a5aa
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,73200,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467e347
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,,58090,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467e07e
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,116500,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467e1a2
1303,3,24,Maryland,15,Cecil,ELKTON,21922,DR-1303-0010-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,42500,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467e137
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,92000,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe5c61c8f0884683f2c
1303,3,24,Maryland,15,Cecil,ELKTON,21921,DR-1303-0010-R,Acquisition/Demolition,Single Family,,96500,1999,2001-08-28T04:00:00.000Z,2005-02-09T05:00:00.000Z,2003-08-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f0884687eee
,7,29,Missouri,99,Jefferson,ARNOLD,63010,FMA-PJ-07MO-1999001,Acquisition/Demolition,Single Family,Primary,86000,1999,,1999-04-14T04:00:00.000Z,2003-02-27T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fdbc61c8f0884679a1f
,7,20,Kansas,99,Labette,PARSONS,67357,FMA-PJ-07KS-1999001,Acquisition/Demolition,Single Family,,12088,1999,,2000-08-09T04:00:00.000Z,2002-12-03T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fdcc61c8f088467ad3a
,7,29,Missouri,99,Jefferson,ARNOLD,63010,FMA-PJ-07MO-1999001,Acquisition/Demolition,Single Family,Primary,91000,1999,,1999-04-14T04:00:00.000Z,2003-02-27T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,,,61339fdcc61c8f088467b9b5
,2,72,Puerto Rico,21,Bayamon,BAYAMON,956,FMA-PJ-02PR-1999001,Acquisition/Demolition,Single Family,Primary,152832,1999,,2000-01-06T00:54:39.000Z,2002-06-06T04:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fdec61c8f088467eb0c
,7,20,Kansas,99,Labette,PARSONS,67337,FMA-PJ-07KS-1999001,Acquisition/Demolition,Single Family,,8920,1999,,2000-08-09T04:00:00.000Z,2002-12-03T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe0c61c8f0884680bcd
,2,72,Puerto Rico,21,Bayamon,BAYAMON,956,FMA-PJ-02PR-1999001,Acquisition/Demolition,Single Family,Primary,140000,1999,,2000-01-06T00:54:39.000Z,2002-06-06T04:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe0c61c8f0884680941
,2,36,New York,59,Nassau,FREEPORT,11520,FMA-PJ-02NY-1999006,Elevation,Single Family,,51627,1999,,1999-10-16T04:00:00.000Z,2001-06-29T04:00:00.000Z,Closed,FMA,,202.2: Elevation of Private Structures - Coastal,1,,0 - 49%,,,61339fe2c61c8f0884681d51
,7,20,Kansas,99,Labette,PARSONS,67357,FMA-PJ-07KS-1999001,Acquisition/Demolition,Single Family,Primary,10657,1999,,2000-08-09T04:00:00.000Z,2002-12-03T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,,,61339fe3c61c8f0884682924
,7,29,Missouri,99,Jefferson,ARNOLD,63010,FMA-PJ-07MO-1999001,Acquisition/Demolition,Single Family,Primary,80000,1999,,1999-04-14T04:00:00.000Z,2003-02-27T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe4c61c8f08846835b9
,7,29,Missouri,99,Jefferson,ARNOLD,63010,FMA-PJ-07MO-1999001,Acquisition/Demolition,Single Family,,78000,1999,,1999-04-14T04:00:00.000Z,2003-02-27T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe4c61c8f0884683637
,2,36,New York,,,FREEPORT,11520,FMA-PJ-02NY-1999006,Elevation,Single Family,,69136,1999,,1999-10-16T04:00:00.000Z,2001-06-29T04:00:00.000Z,Closed,FMA,,202.2: Elevation of Private Structures - Coastal,1,,0 - 49%,,,61339fe5c61c8f0884683b57
,8,30,Montana,53,Lincoln,TROY,59935,FMA-PJ-08MT-1999005,Elevation,Single Family,Primary,25500,1999,,2000-10-26T04:00:00.000Z,2003-09-17T22:10:24.000Z,Closed,FMA,,202.1: Elevation of Private Structures - Riverine,1,,0 - 49%,,,61339fe6c61c8f08846848c2
,2,72,Puerto Rico,21,Bayamon,BAYAMON,959,FMA-PJ-02PR-1999001,Acquisition/Demolition,Single Family,Primary,130000,1999,,2000-01-06T00:54:39.000Z,2002-06-06T04:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe5c61c8f0884684811
,2,72,Puerto Rico,21,Bayamon,BAYAMON,956,FMA-PJ-02PR-1999001,Acquisition/Demolition,Single Family,Primary,147000,1999,,2000-01-06T00:54:39.000Z,2002-06-06T04:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe5c61c8f088468479e
,7,20,Kansas,99,Labette,PARSONS,67357,FMA-PJ-07KS-1999001,Acquisition/Demolition,Single Family,Primary,7887,1999,,2000-08-09T04:00:00.000Z,2002-12-03T05:00:00.000Z,Closed,FMA,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,,,61339fe9c61c8f08846869b6
1311,4,13,Georgia,95,Dougherty,ALBANY,31701,DR-1311-0008-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,49911,2000,2001-10-25T04:00:00.000Z,2009-06-23T04:00:00.000Z,2004-04-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467a8bb
1311,4,13,Georgia,51,Chatham,SAVANNAH,31419,DR-1311-0007-R,Acquisition/Demolition,Single Family,Rental,80000,2000,2001-04-02T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-03-01T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467ad57
1311,4,13,Georgia,51,Chatham,SAVANNAH,31419,DR-1311-0007-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,84000,2000,2001-04-02T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-03-01T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467af4c
1311,4,13,Georgia,177,Lee,LEESBURG,31763,DR-1311-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,123200,2000,2000-07-13T04:00:00.000Z,2009-06-24T04:00:00.000Z,2003-12-03T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467b39e
1311,4,13,Georgia,177,Lee,LEESBURG,31763,DR-1311-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,112349,2000,2000-07-13T04:00:00.000Z,2009-06-24T04:00:00.000Z,2003-12-03T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdcc61c8f088467b3f5
1311,4,13,Georgia,245,Richmond,AUGUSTA,30909,DR-1311-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,150,2000,2000-06-14T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-01-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fddc61c8f088467cb3a
1311,4,13,Georgia,51,Chatham,SAVANNAH,31406,DR-1311-0007-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,70000,2000,2001-04-02T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-03-01T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fddc61c8f088467cc9c
1311,4,13,Georgia,51,Chatham,SAVANNAH,31406,DR-1311-0007-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,108900,2000,2001-04-02T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-03-01T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467eb5d
1311,4,13,Georgia,51,Chatham,SAVANNAH,31419,DR-1311-0007-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,77000,2000,2001-04-02T04:00:00.000Z,2009-06-24T04:00:00.000Z,2005-03-01T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467ecb7
